Geneid	SRR1573504	SRR1573505	SRR1573506	SRR1573507	SRR1573508	SRR1573509	SRR1573510	SRR1573511	SRR1573512	SRR1573513	SRR1573514	SRR1573515	SRR1573516	SRR1573517	SRR1573518	SRR1573519	SRR1573520	SRR1573521	SRR1573522	SRR1573523	SRR1573524	SRR1573525	SRR1573526	SRR1573527
gene-LOC100280817	1016	600	451	834	468	1870	371	267	341	1074	752	1422	679	802	1909	1091	82	212	149	135	292	15	22	215
gene-LOC542672	2	0	0	0	4	6	0	0	0	2	0	2	2	0	3	0	6	0	0	0	0	0	0	0
gene-LOC100194408	3268	2039	2824	3020	1596	4134	1531	757	747	1542	1195	1562	1290	1001	2290	3376	580	2147	826	517	2358	315	1986	1005
gene-LOC542290	823	371	626	834	325	885	360	652	350	1036	293	386	380	190	614	65	6	32	0	2	0	42	92	15
gene-MIR528a	6	5	4	0	0	2	1	0	1	6	0	0	1	2	2	0	0	0	0	0	0	0	0	0
gene-LOC111590720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100216832	0	0	1	0	2	0	0	0	4	7	2	0	2	0	4	16	0	0	0	0	15	0	0	0
gene-LOC103631462	10	1	8	0	4	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100275291	646	232	262	201	83	206	300	204	225	531	231	399	452	265	685	348	67	80	1	2	3	191	680	247
gene-LOC100283425	10090	6154	4576	6881	3678	8666	3802	4065	1956	5536	1926	2857	1746	1223	5117	4635	1045	2332	803	413	2034	811	2887	1771
gene-LOC103631480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631488	4	2	4	4	6	9	0	2	0	1	2	2	0	0	7	3	1	1	0	2	0	2	0	2
gene-LOC103631507	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644399	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100281397	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100280590	933	444	341	910	1423	1862	274	38	124	23	20	44	3	40	43	0	0	0	0	0	0	0	0	0
gene-LOC103631568	0	0	4	3	3	6	0	0	7	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
gene-LOC100280768	4442	1489	954	2010	901	2116	953	1623	534	747	601	833	417	340	1796	1340	277	659	185	150	1230	224	799	412
gene-LOC100194194	2289	1801	1761	2011	1858	4976	1063	1131	879	2323	1611	2425	1137	1014	3744	1390	242	862	651	126	1230	169	753	475
gene-LOC103631579	464	188	189	1450	875	2059	409	192	252	542	215	451	257	164	1024	86	135	10	1535	644	3707	189	321	155
gene-LOC103631588	1572	557	507	1629	512	1682	309	416	296	601	372	543	249	225	844	574	38	238	417	118	457	213	416	128
gene-LOC103631596	1385	460	535	934	514	1840	354	282	237	1215	673	1071	393	569	1566	816	86	248	307	138	1136	190	763	318
gene-LOC111590676	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111590677	3	0	0	1	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631613	752	239	327	1157	656	2116	381	327	236	837	365	649	395	207	1185	525	174	335	495	98	567	288	979	254
gene-LOC100274300	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100278991	1968	1103	1776	1786	935	3858	910	585	623	2299	1327	2654	1179	1507	3266	1027	457	397	189	81	1076	465	858	508
gene-LOC103631623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC542230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631647	15633	5736	5884	8480	3804	9214	4800	5221	2397	7606	3619	6103	3822	2769	9523	10343	1918	3829	2161	949	5585	1853	5003	3292
gene-LOC100383383	5630	1852	1415	6342	2667	6644	1727	2318	1046	3024	1858	3151	2067	1535	4722	2149	377	1102	774	278	2119	493	1611	945
gene-LOC100502264	2904	943	844	1348	559	1923	561	591	404	763	553	680	379	325	1360	1046	181	550	218	159	793	124	931	275
gene-LOC103631655	6	1	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	7	0
gene-LOC100277112	3631	1039	1264	2953	1157	4506	842	1437	737	2332	1089	1730	829	878	2851	1583	185	703	456	248	1256	373	945	470
gene-LOC100193951	587	155	237	490	218	553	109	315	111	356	218	373	145	147	525	113	51	118	0	15	137	12	50	37
gene-LOC100382705	135	132	62	163	52	272	122	125	59	321	75	53	63	36	212	20	0	2	0	1	0	57	0	32
gene-LOC100274307	2977	1421	1324	1589	1586	2886	2428	1147	925	2275	997	1299	1326	1341	3108	2641	951	1934	506	404	1933	2091	6640	1224
gene-LOC103631665	486	308	232	376	337	693	175	101	102	180	83	158	96	69	278	51	2	36	114	45	272	3	75	33
gene-LOC100273485	948	181	275	1673	523	1543	185	427	146	423	110	180	85	74	400	414	162	178	251	85	361	154	536	218
gene-LOC100191592	51	6	29	1468	583	1288	43	30	14	99	26	23	4	0	52	177	0	34	0	0	34	2	2	0
gene-LOC100281825	0	2	4	18	25	18	0	2	0	6	2	0	0	0	3	50	0	5	0	0	6	0	0	0
gene-LOC100273170	16437	7799	6180	7181	3706	6608	4269	5277	3516	3541	2038	2548	1999	1437	5706	7365	1375	4306	2127	859	4466	1254	3976	2224
gene-LOC111590646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100501100	6	0	0	17	23	10	0	0	0	16	2	4	4	4	2	2	14	0	0	30	147	0	0	0
gene-LOC109942739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100384051	2262	1348	983	2243	1160	2641	1151	828	716	1495	872	1465	727	680	2475	1644	353	767	959	168	1106	444	1551	1059
gene-LOC100383521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC118473309	0	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631673	873	265	231	882	261	751	268	447	226	491	325	627	243	223	1278	188	35	82	197	53	258	89	163	62
gene-LOC100279840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631675	9	0	4	7	0	7	0	2	0	0	2	0	2	0	0	4	2	0	0	1	2	0	0	0
gene-LOC541829	10171	8039	9940	4901	18847	37297	12634	3778	5605	6377	2633	6411	3193	3275	14310	199	0	39	0	0	19	0	0	9
gene-LOC541830	11850	13913	10886	7034	45819	74204	32004	3653	9956	6553	5767	14413	7405	7378	33668	794	0	102	31	8	17	0	3	0
gene-LOC100282447	476	565	539	328	2087	4224	1561	228	681	104	183	272	75	51	689	117	0	32	0	0	1	2	0	0
gene-LOC541828	4818	2268	2250	3272	1951	3995	1846	2489	1199	2483	1097	1431	1081	717	2829	1825	289	1099	808	326	1878	284	1311	515
gene-LOC103631676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAK-CUU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC115032970	497	297	257	399	197	324	103	117	83	78	74	129	95	50	189	803	101	612	26	25	60	103	147	263
gene-MIR171e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100382432	2552	1125	1453	1547	801	2891	813	1105	545	2177	993	2252	1145	1495	2324	2393	542	956	338	205	878	675	1074	473
gene-LOC100283423	851	562	625	88	55	241	30	307	279	1138	607	561	373	292	644	63	260	23	91	1	0	2	3	1
gene-LOC103631678	15	0	19	28	0	31	1	10	2	2	0	2	2	8	1	0	0	0	0	0	1	0	0	0
gene-LOC100192647	5115	5583	2819	5102	3730	4973	4124	2249	2511	4619	2387	2819	2527	1141	4859	4252	2060	2669	1738	1193	5793	1497	5497	2842
gene-pht10	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100276150	891	397	603	925	463	1232	384	230	398	1286	451	785	719	532	1153	928	389	448	233	124	833	110	804	434
gene-LOC103644405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631679	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109939337	4	2	1	15	4	0	1	4	1	0	7	9	0	0	13	2	0	0	0	0	0	0	0	0
gene-LOC109939171	352	169	147	148	168	327	131	64	78	139	100	176	127	78	260	230	39	127	115	31	203	55	141	101
gene-LOC103631682	2175	1172	1214	2621	884	1575	725	798	676	1609	465	568	339	216	832	1456	298	597	119	158	895	320	1109	526
gene-LOC100284067	1934	782	376	1156	417	1290	293	354	301	991	705	1124	358	352	1455	405	79	152	312	111	457	58	187	173
gene-LOC541842	293	114	142	1632	404	949	89	135	131	479	134	171	96	79	473	97	8	13	231	167	745	1	53	59
gene-LOC100304277	10484	5174	5189	8612	4187	11074	3620	3243	2191	5799	3463	5186	3481	2585	7388	5720	2594	2561	1351	606	4134	900	1881	1967
gene-TRNAC-GCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAY-GUA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAT-GGU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109943585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100382150	1585	551	575	1689	421	1079	294	441	338	616	348	366	210	142	717	545	165	313	258	116	617	166	88	218
gene-LOC100286089	2855	949	1530	3068	770	3146	799	1715	760	1885	596	668	395	441	1665	1734	260	647	203	104	1218	426	637	838
gene-LOC103631685	2836	1764	2450	3253	1975	4036	1440	1517	1312	2642	874	896	800	739	1865	1778	191	886	398	157	764	326	1124	557
gene-LOC100275476	1029	586	799	1199	579	2238	373	529	234	1122	578	896	368	444	1390	911	164	184	204	98	194	27	810	252
gene-LOC103631680	8943	3694	3122	3982	3539	8159	2840	1972	1678	6104	4309	7616	3889	3750	10199	11722	2602	4362	3532	1395	8927	1737	5370	4650
gene-LOC103631686	1	0	1	4	5	4	0	4	2	6	2	4	0	0	6	0	0	0	0	0	0	0	0	6
gene-LOC100281372	6774	2568	2211	3407	1690	3261	1441	1732	985	1559	847	1188	618	484	2046	1977	209	1079	522	232	1520	295	1308	582
gene-LOC100277382	1394	876	806	815	565	1014	338	276	322	784	571	764	497	281	1165	546	114	339	3	56	53	104	450	185
gene-LOC103631689	942	177	310	262	126	373	114	493	74	284	167	351	113	184	423	276	85	55	24	13	199	2	96	159
gene-LOC109943586	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631690	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
gene-LOC103644413	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100286202	3520	1599	2332	1358	577	1911	1027	1007	684	1445	988	1361	834	819	1829	1230	399	489	238	74	307	106	486	456
gene-LOC100381940	0	0	0	10	1	6	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC100278549	357	122	119	695	144	337	74	38	98	184	151	183	95	92	397	167	26	148	64	22	165	30	613	66
gene-LOC103631692	0	1	0	3	2	2	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
gene-LOC103631691	4	1	3	4	0	1	0	0	0	3	0	0	0	0	5	0	0	1	0	0	0	0	0	0
gene-LOC109943588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644415	14	9	6	33	9	26	2	6	3	2	3	5	4	1	7	4	0	0	2	2	1	0	0	0
gene-LOC100281595	145	45	86	55	8	40	21	49	25	108	24	13	21	13	56	34	0	50	3	8	5	12	12	38
gene-LOC100193874	211734	95434	88000	93248	47391	95069	57403	57642	35475	67429	28938	45575	30148	21502	69528	96869	26014	45754	25387	9041	56328	18433	52774	29240
gene-LOC100278544	570	133	206	1446	547	2253	79	263	125	502	438	478	139	227	622	146	67	29	528	166	664	81	84	50
gene-LOC100275508	347	114	141	220	72	269	40	94	77	194	85	110	42	53	209	86	1	30	0	6	117	11	21	151
gene-LOC103631693	22	37	4	10	10	28	20	10	1	50	16	34	25	14	30	100	0	0	0	0	0	2	0	0
gene-LOC103631694	0	0	0	6	8	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100273577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
gene-LOC100383095	281	204	202	350	182	511	143	68	125	0	0	2	2	0	2	223	59	54	170	18	91	25	152	79
gene-LOC107521955	52	29	15	34	19	35	11	14	0	11	15	9	8	8	32	19	0	0	0	0	10	0	57	0
gene-LOC100281446	924	168	166	194	131	310	84	36	88	145	108	176	89	67	208	216	12	197	25	46	186	50	39	35
gene-LOC103631696	427	126	108	485	79	270	112	170	66	124	123	170	78	62	340	78	41	55	66	16	165	10	440	75
gene-LOC100383320	13556	4917	5008	8845	3069	10659	2825	4051	2152	7088	3985	7509	2909	3197	9623	5243	1731	2180	2192	528	4018	1010	2228	1279
gene-LOC100277637	425	187	194	747	239	536	145	143	141	304	49	87	49	32	196	56	6	14	145	5	36	4	46	44
gene-LOC103631697	0	18	76	128	16	131	0	13	6	68	18	30	6	20	78	2	0	0	0	0	0	0	0	24
gene-LOC100192783	29304	15639	10662	12159	8734	19475	8394	7780	4960	12039	7192	11043	8412	6579	17417	24418	6551	7824	9453	2006	10830	3329	9747	6102
gene-LOC100281767	781	373	694	1407	377	2350	373	480	386	4128	954	1365	758	545	1836	621	97	98	2	8	97	54	364	131
gene-LOC111590577	5	0	2	2	1	4	2	0	0	1	0	1	2	0	4	0	0	0	0	0	0	0	0	1
gene-LOC103631699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631700	64	31	11	99	56	120	6	20	12	33	10	25	25	16	55	24	0	0	1	2	42	0	0	0
gene-LOC103631701	0	0	0	20	36	91	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100278579	1559	658	423	1321	370	1571	509	520	306	1339	701	917	482	366	1987	577	254	246	130	63	379	94	314	376
gene-LOC100125659	1710	792	804	1652	618	2695	625	1192	409	1138	635	862	320	290	2341	687	240	215	143	50	244	242	648	394
gene-LOC103631702	153	29	40	161	20	63	32	48	52	14	13	18	9	5	15	69	16	37	0	7	57	75	19	33
gene-LOC100272349	5415	2150	1327	3865	1450	5001	1168	1933	1210	2439	1814	3085	1446	1456	4567	2109	609	762	628	309	1703	416	766	436
gene-LOC103631703	69	41	55	76	54	191	23	2	27	73	24	48	20	26	98	191	20	69	86	20	183	26	2	67
gene-LOC103631704	22	0	0	415	137	228	2	4	0	20	2	6	0	0	2	0	0	0	4	10	189	0	0	34
gene-LOC100272791	1126	1048	924	3826	3436	12082	2323	1116	992	5125	2059	2344	1377	1316	4640	1308	347	492	6808	1421	8356	1207	5876	3215
gene-LOC100502300	7746	3579	4086	6296	3461	13058	2425	2508	2132	6417	4812	9342	4042	4738	11007	4122	947	1633	2155	661	3595	509	2295	1511
gene-LOC103644420	22	49	42	83	19	48	17	10	9	18	0	10	5	0	40	14	0	12	0	4	0	4	0	0
gene-LOC118471899	4	34	47	96	10	27	13	0	26	44	14	14	20	20	37	0	0	8	22	1	0	0	81	18
gene-LOC103631706	1312	418	420	975	314	1062	255	238	198	508	295	380	176	138	686	228	133	202	245	86	630	14	216	286
gene-LOC103631709	0	0	2	0	4	2	8	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103649427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103649430	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0
gene-LOC103631710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118471934	1703	639	637	1848	663	1753	316	182	374	915	587	782	463	501	1248	1275	171	707	266	111	404	267	799	252
gene-LOC103631713	6	6	6	0	0	0	2	0	0	3	0	5	7	1	4	1	0	23	0	0	1	0	0	0
gene-LOC100383031	2524	642	958	2386	753	2015	487	996	324	731	304	453	277	202	793	669	146	332	292	105	468	195	161	329
gene-LOC103644422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-LOC100286066	2545	1303	1058	2234	989	1972	636	978	365	1102	724	950	513	505	1389	993	191	586	380	215	1677	150	633	264
gene-LOC100192089	2	0	7	86	196	125	0	0	0	0	0	0	0	0	4	0	0	0	226	44	506	2	1	0
gene-TRNAM-CAU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103644423	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC541675	1827	2343	1708	7766	9019	13304	10895	4477	6203	4897	1934	1927	1669	1175	7224	2866	411	1846	700	381	2820	3328	11545	11495
gene-LOC118473368	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109943590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100282062	10503	2453	2936	16346	5236	12498	2382	4214	2265	8134	2927	5609	3625	3133	9477	7291	2432	3229	4334	1664	9664	1405	5859	3214
gene-LOC103631716	151	91	92	143	122	252	54	52	59	198	90	134	99	60	135	34	0	14	87	10	25	0	4	76
gene-LOC118473373	8	0	0	0	1	2	4	0	1	11	13	3	0	0	16	0	0	0	0	0	0	0	0	2
gene-LOC100275482	1063	482	606	856	700	990	365	313	269	501	292	380	333	235	631	727	55	572	211	80	725	143	322	212
gene-LOC103644424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100278110	413	148	251	348	301	806	178	173	133	239	178	178	102	112	380	133	4	49	26	44	225	46	148	97
gene-LOC103644425	536	278	288	985	292	771	187	249	348	388	273	354	177	190	681	161	77	89	124	50	336	155	248	88
gene-TRNAG-GCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100285151	7634	2566	4401	7490	2827	9256	1920	1701	1664	6581	3633	4357	2430	2509	9595	1069	196	306	233	80	241	315	1124	197
gene-LOC109942741	4543	1727	2885	2687	1014	5212	1273	1323	746	3185	1846	3863	2976	1509	5148	5619	1456	938	1983	369	3425	1269	2222	1160
gene-LOC103631723	909	647	685	645	393	1227	465	339	256	636	378	656	304	338	996	518	157	238	363	115	835	123	296	230
gene-LOC100216943	0	2	2	0	8	0	4	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
gene-LOC100274752	2	0	0	10	0	13	3	1	0	1	2	2	0	1	3	0	0	1	0	0	0	0	0	0
gene-LOC100857003	2714	900	825	2905	1165	3383	634	1691	365	1342	1184	1491	720	890	2979	840	159	468	280	140	925	309	862	859
gene-LOC100285445	2088	439	879	2836	793	3218	319	831	337	989	533	624	357	379	1373	1175	486	536	1108	375	1919	320	875	515
gene-LOC103631724	995	259	125	834	293	921	137	246	151	705	495	729	269	215	1046	319	29	141	134	42	170	181	188	128
gene-LOC100125645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100101548	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100280583	4946	1951	2643	4460	1778	4996	1394	2203	1074	2122	804	955	902	503	2695	2057	602	818	711	260	1492	472	1078	843
gene-LOC100274152	0	2	0	2	4	13	20	23	0	6	0	4	0	6	16	0	0	0	0	0	0	0	6	0
gene-LOC118473379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100274432	1293	508	505	1105	404	1413	324	452	200	646	480	830	369	381	1467	543	41	205	349	65	222	104	142	277
gene-LOC100273252	131	71	55	8	1	15	63	22	40	27	5	11	36	4	105	112	7	44	0	0	2	6	38	44
gene-LOC103631726	2	2	0	1	0	0	5	0	5	2	1	6	8	11	35	6	1	18	0	2	0	0	0	71
gene-LOC103631727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100283546	9480	3182	2843	8444	2820	5664	1824	3385	1829	3742	1266	1615	915	647	3267	2596	439	1359	681	357	1957	558	1766	911
gene-LOC109943592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118473382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631728	0	2	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100191875	297	185	206	266	133	372	135	38	71	225	98	179	72	84	240	98	2	53	26	6	43	45	36	138
gene-LOC103631729	0	4	0	0	0	0	0	0	8	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
gene-LOC103631730	4	0	0	3	4	0	0	0	4	4	0	1	0	0	2	0	0	0	0	0	2	0	0	0
gene-LOC103631732	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100277440	6926	3234	2586	5884	4182	9701	2632	2574	1964	5643	3563	5429	3009	2353	7954	3419	1057	2178	1470	486	1918	761	3359	1069
gene-pht9	0	0	0	0	16	55	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100285683	4114	1271	1602	4120	1463	4146	792	1766	831	2896	1263	2014	872	753	3075	944	138	648	250	106	894	212	484	321
gene-LOC103644430	2	2	0	38	0	1	0	0	0	0	3	0	0	0	10	0	0	0	0	0	0	0	0	0
gene-LOC100275826	33	159	48	24	32	8	22	8	14	51	14	48	17	12	24	17	0	24	0	1	0	0	10	0
gene-LOC100216560	7532	1784	1135	3210	1063	3608	1333	2667	881	7168	2599	3869	2721	2739	6525	2137	1096	1107	678	350	1284	282	1194	831
gene-LOC100501489	3410	1187	919	2392	839	2478	692	1208	511	1229	841	1608	732	728	1990	1882	417	796	650	243	978	148	991	1205
gene-LOC100278319	7935	3868	4214	9912	3849	10409	2251	2797	1753	5712	3213	3644	2060	1577	6452	2971	806	1413	1195	574	2470	471	2768	1320
gene-LOC100284705	51	24	24	48	38	98	29	15	33	53	24	18	16	5	47	1	0	0	0	21	90	3	29	46
gene-LOC100283679	2655	884	1126	2326	1279	3699	693	871	699	2457	1312	1754	1233	1130	2918	1358	212	1199	424	350	1833	419	1177	335
gene-LOC103631733	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100191850	612	502	502	1153	482	1280	268	315	241	854	456	632	357	347	779	404	123	260	163	33	346	218	411	311
gene-LOC100285657	2676	1115	909	981	558	2295	573	675	376	2191	1146	2431	1293	1242	2883	1226	256	492	506	88	534	180	417	137
gene-LOC103631734	2400	549	637	1866	384	1924	279	577	232	964	605	1016	544	486	1463	981	83	318	187	88	519	59	528	78
gene-LOC103631735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631736	0	0	4	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC103631737	2120	728	538	1181	451	1441	436	201	394	1095	502	999	921	404	1577	1491	104	471	279	113	392	230	458	244
gene-LOC103631738	1	2	0	0	1	3	0	0	0	5	3	3	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100193940	4736	2707	2761	3190	1828	4682	1887	1185	1478	3143	1249	1782	2096	1207	2924	2622	355	1704	1434	513	1901	505	1498	681
gene-LOC100192784	1821	862	1383	2833	1276	4158	785	820	654	2584	1417	2683	1085	1191	2974	1026	423	468	491	171	660	339	542	299
gene-LOC100216600	570	455	330	766	336	894	279	205	111	318	269	356	300	227	646	431	226	137	72	65	272	301	187	98
gene-LOC103631739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100384536	2293	543	618	1722	677	2250	292	634	248	1285	791	1375	682	761	2037	1115	312	472	391	157	609	296	272	403
gene-LOC100284817	11371	7652	5350	7726	6010	10490	6227	4158	3943	4965	3215	4116	2932	2109	8537	5253	1339	4088	1615	745	2773	1490	5305	3108
gene-LOC100193503	24073	5855	5989	11748	4272	11526	3580	6935	2458	8733	3793	5298	3391	2373	8679	6853	2468	2789	2642	833	4300	1559	4575	2505
gene-LOC100216780	0	2	2	3	3	13	0	0	0	1	0	0	2	0	2	0	1	0	0	0	0	0	0	0
gene-LOC109940740	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0
gene-TRNAL-CAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100383598	32743	9685	7100	22441	11215	20246	7423	11895	4098	18760	7928	7357	6844	4884	22288	21137	4438	10823	9517	4087	22771	5329	13147	9575
gene-LOC100501587	316	202	217	320	382	713	117	90	145	387	155	351	145	141	541	280	120	67	102	42	73	4	673	147
gene-LOC100193907	3575	1356	1474	2346	1700	5512	1229	511	837	1553	1034	1638	1163	1376	3311	388	140	183	254	98	469	19	296	77
gene-LOC103644434	0	0	0	1	1	0	2	0	1	0	3	0	4	1	0	0	0	0	0	0	0	0	0	0
gene-LOC103631741	107	58	38	55	101	159	101	39	39	45	19	22	19	9	67	0	0	0	0	0	0	0	0	0
gene-LOC103631743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631742	198	94	81	193	101	349	85	65	44	210	116	203	79	112	366	87	23	15	149	23	62	10	35	2
gene-LOC100274542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103631744	1457	458	936	1573	638	2329	444	336	252	1661	634	1013	982	726	1919	836	266	328	267	57	292	175	187	260
gene-LOC100275123	37	8	11	35	20	22	2	0	7	14	9	13	16	0	14	0	0	22	0	0	0	1	0	1
